sample_id,fault_type,fault_component,input_voltage,output_voltage,current,temperature_1,temperature_2,tp1_voltage,tp2_voltage,tp3_voltage,continuity
healthy_0020,healthy,none,11.897996291763226,5.01858029577288,0.1858614494659736,28.571297163947264,34.731549022289514,12.04738329209118,11.180869650279735,5.052524288690706,1
healthy_0021,healthy,none,11.853797749465901,5.062966768299396,0.20317191158014808,28.358635363296578,32.92675225848864,12.04127809269365,11.382206015999449,5.151743438612316,1
healthy_0022,healthy,none,11.96319178259957,4.939701106851401,0.16220971140748952,28.368379430069123,30.845796581171793,12.034115197481665,11.327669079933003,5.066174659922882,1
healthy_0023,healthy,none,12.001950283781687,5.116282726172585,0.17470686333524088,35.44033833317924,32.25133469553001,11.914284244358372,11.192910750193889,5.038597793219455,1
healthy_0024,healthy,none,11.966480582201122,5.057120039527367,0.18946475249147088,29.854342174686256,29.30641256386319,11.848515277531414,11.255348504793298,5.068511903545878,1
healthy_0025,healthy,none,12.03211406161953,4.900340897703041,0.18346361851702364,30.770634759457675,29.232285127597734,12.015372510594553,11.3058208718446,4.90856237617355,1
healthy_0026,healthy,none,12.053668104052242,5.044862762109458,0.20166102486350554,32.10760410406981,28.244661264085817,11.906217496008487,11.351503526720867,5.041102876072976,1
healthy_0027,healthy,none,12.077257152945908,5.308218519252378,0.19141781021386334,32.271131280361196,32.908003526986406,12.06513912513058,11.268473075535967,5.060717537639461,1
healthy_0028,healthy,none,11.884076217819365,4.981054511460799,0.1702927290434179,30.163748278772644,35.629317133347016,11.813273480740826,11.368626019037452,4.870982730304828,1
healthy_0029,healthy,none,11.929210220131585,5.087116047757389,0.18128560038190925,27.844510444141388,29.569392581480063,12.067959774893467,11.226963336828288,5.017316687166558,1
healthy_0030,healthy,none,12.006835775985572,4.9478719721915345,0.2228788817865065,31.267838044636022,26.949714826684787,12.018645431476942,11.233821353523162,5.068194666783698,1
healthy_0031,healthy,none,11.881121889235095,4.990821084682648,0.19009974557960913,31.731510388340244,28.59940718588845,11.966549876415906,11.252505468883905,4.947733661394103,1
healthy_0032,healthy,none,12.264818136042164,5.032398536876877,0.15478232091329908,31.835723894109552,35.244312394025265,12.103246526055115,11.1480630034046,4.9612612741707,1
healthy_0033,healthy,none,12.190036672377994,4.943386442750498,0.18887638856292457,31.549268106858673,29.146139056843833,11.99404746439382,10.975873265993094,4.918048988693257,1
healthy_0034,healthy,none,11.962114777291026,4.900177345442812,0.2126482260786327,27.139717244078735,30.119911026606033,12.013074057728609,11.444127328906612,4.885131027905645,1
healthy_0035,healthy,none,12.174474562823244,5.000818644881567,0.16036982697904098,30.924206948526543,31.398119391146942,11.93997831228412,11.306980208499002,4.969174912251059,1
healthy_0036,healthy,none,12.017027601787687,5.0529704539616835,0.21172033632290704,27.5243690023463,35.266066749312536,11.80479122004775,11.284821490496443,5.047065376518766,1
healthy_0037,healthy,none,12.042148780160256,4.950184038414353,0.1758375549928545,29.013998130682335,29.821270486111576,12.084960209702102,11.335701548596505,4.944567232379148,1
healthy_0038,healthy,none,12.134939981314988,5.024583961670129,0.1962572423767792,31.259257683847224,29.342009978155854,11.943981895980302,11.374729360512326,5.0488296212346775,1
healthy_0039,healthy,none,11.996864760905378,5.009386190664703,0.20555329791576848,28.81685722232834,32.094194762340074,11.979780734756611,11.278231879677278,5.0879021481589755,1
healthy_0040,healthy,none,12.123812452348204,5.065080770880051,0.2061095761430866,30.042007683265517,32.36390594258993,11.968973324340654,11.332416635248846,4.9895885556505855,1
healthy_0041,healthy,none,12.014549394748908,5.047612562034953,0.16363558633533054,34.18477455137092,28.987965237000594,11.878581138721227,11.415811087350008,5.063333015517035,1
healthy_0042,healthy,none,12.093617972557823,5.050267640741143,0.1797550645430617,28.20549125702834,31.15160911638745,11.932283828848789,11.397511973341777,4.988235409479829,1
healthy_0043,healthy,none,11.876175420481124,4.974289132667761,0.18825862908551247,28.87255089439205,29.355559208867138,12.024368721149191,11.324496657110872,4.959444545970309,1
healthy_0044,healthy,none,11.929344254157252,5.018563994988611,0.1510383131700535,27.18507245124689,29.563111557495127,11.978655284828815,11.331090756559801,5.118028497355964,1
healthy_0045,healthy,none,12.128648943480304,4.987204917602925,0.1796196758419462,27.994941270724382,30.96297372801522,11.971134136107986,11.33227185603381,4.933821524515814,1
healthy_0046,healthy,none,12.077901977136175,5.122619113040206,0.17782479703086285,30.803423444197882,32.38028798342223,11.959877952811416,11.322409248181042,5.001007392062544,1
healthy_0047,healthy,none,12.014651414782325,4.938159217291562,0.18049020348517886,30.9959965824909,33.902287215590086,12.09592708260852,11.515318245751157,4.938612194968956,1
healthy_0048,healthy,none,12.130848095508101,5.014667360459068,0.22379605866435343,28.383403429289697,29.32055631563845,11.940060735455598,11.08761042756902,4.957939598265539,1
healthy_0049,healthy,none,11.886130100766945,5.012031502918097,0.18683511951554319,33.752341678431776,32.9008476763721,11.94230963443376,11.210158532865165,5.03935353372052,1
healthy_0050,healthy,none,11.801965018946904,5.146516701268348,0.20358880241442573,29.06164869579059,27.573730941818244,12.135387237416541,11.288546015474738,5.099025304957877,1
healthy_0051,healthy,none,11.760835851180845,4.952049998163698,0.18010487399436365,30.093961187529484,30.099869057041513,12.06228499323475,11.193237957061742,4.9886096411982965,1
healthy_0052,healthy,none,12.018044344756785,5.0411551067247,0.1942322975617778,27.750715816324263,27.931771658528756,12.127767682189852,11.33323140119796,4.940121077075475,1
healthy_0053,healthy,none,12.232672796328378,5.009253970743429,0.20358594368127653,30.13503696282022,35.121495849763974,12.17553408424432,11.275103585152094,5.077725676076349,1
healthy_0054,healthy,none,12.096806392437772,5.109490524602588,0.1607015307883979,31.372102919996877,33.11684897369918,11.82412605135769,11.181674148733423,4.836861425779192,1
healthy_0055,healthy,none,11.959588974833316,5.057403380463677,0.21004714104192057,30.14818956083955,34.257231091142586,11.86198985417851,11.129661756064484,4.9955561840882705,1
healthy_0056,healthy,none,12.057609817340897,4.997384420152472,0.13865115799920247,29.821759920974422,28.391060998990294,12.066967254883004,11.336659824609686,4.924809617093811,1
healthy_0057,healthy,none,11.922919962399495,4.915262918248884,0.17874641805453656,31.910284641002477,29.028547907328914,12.050404651551785,11.246974238162757,4.936570173419012,1
healthy_0058,healthy,none,11.983945446006816,4.91718061420645,0.16892701389305637,27.6042442148223,34.92945026583278,12.003526355197172,11.230027449200742,5.0171183928587375,1
healthy_0059,healthy,none,11.983150792546375,4.982322432037342,0.1922833340008685,31.51501542009461,29.938997704778945,11.942418175935533,11.272494830284836,4.815846306821153,1
healthy_0060,healthy,none,11.772721340670218,5.109349941395562,0.21289935427002565,29.501927920887244,32.15311392611153,12.031125015454354,11.607888080845525,5.089565992914766,1
healthy_0061,healthy,none,11.980812361277884,4.923556764751966,0.14787107359484855,30.406927271734446,29.487298509431394,11.857774629040232,11.235342711575749,4.913476159710848,1
healthy_0062,healthy,none,12.253071245260884,5.070531180555956,0.17984054717366765,32.95988827778005,31.154736615295235,11.913871579867173,11.452312407726966,5.043112803494773,1
healthy_0063,healthy,none,11.844413076851032,4.984772905753311,0.16248763493230484,27.234400538071327,32.85235509506328,12.190941664047013,11.160143242618087,5.0450375389352455,1
healthy_0064,healthy,none,11.902403614631726,4.961029969298824,0.1681521215152226,28.272018460640368,31.097043255889655,11.916904988358896,11.327045682577985,4.995980951244069,1
healthy_0065,healthy,none,11.964157792970038,4.927394907036672,0.16846457338863333,31.51078245165151,32.00183437524876,11.902244475520146,11.309933230542923,5.0601109698697435,1
healthy_0066,healthy,none,11.749589207831795,5.043468815390395,0.16674752482108307,31.14119733718632,29.473481686914965,11.819511789933548,11.137245756211684,5.003846795732911,1
healthy_0067,healthy,none,12.038958375258222,4.9276546699916475,0.19277184917554746,26.67695987546208,30.867840402705365,11.878898380023754,11.234816389219786,5.003791893705313,1
healthy_0068,healthy,none,11.870937995207408,4.969235556461614,0.2001258561842888,28.846216260953703,32.671384224130286,11.887029314534239,11.352980417791528,5.115325489652632,1
healthy_0069,healthy,none,11.629253324980906,4.936248379562362,0.1915414425436108,29.593909227914015,31.742291746742616,11.939601481328419,11.30865897874729,4.987545821168633,1
healthy_0070,healthy,none,12.175167309248971,5.020353667464097,0.18675205324150404,29.176246067755066,30.024787551855013,11.956744181218038,11.33944521423783,4.966321241534379,1
healthy_0071,healthy,none,12.043466228534461,5.1660320638916355,0.19742249406863385,29.347952935664317,33.40242784432789,11.959192462697844,11.096187546482215,4.919353095126608,1
healthy_0072,healthy,none,11.719381211846121,4.971878921276695,0.18036836758379102,33.352874624550566,31.653854747528325,11.978089947119114,11.38294055811835,4.823109175279369,1
healthy_0073,healthy,none,12.035342183716285,5.061669215510958,0.15042827508440315,32.28750808641386,31.67699281498883,11.95847120860992,11.363278186610628,5.181655428624351,1
healthy_0074,healthy,none,12.027279938258774,5.019857646904027,0.1708127820091951,28.300311261070416,32.66067163308849,11.914391617409112,11.30715662372194,4.961787404258791,1
healthy_0075,healthy,none,12.071846973861959,5.026692968422956,0.20075079888515798,28.979967202290506,30.460250129413257,11.90212362842177,11.25557067399239,5.030184039443588,1
healthy_0076,healthy,none,12.113548292496803,4.92622677406579,0.1973921184021132,32.7112757176099,31.8268698064474,12.187679581255807,11.222621080089644,4.900427623735086,1
healthy_0077,healthy,none,11.733191962664359,5.119683544919135,0.19308731312708116,29.88883065817909,31.559937252639642,11.887451095270162,11.544575197961683,5.010337694558018,1
healthy_0078,healthy,none,12.016409219190734,5.0580613299118955,0.18962018463473426,30.447768048558263,29.419051089109377,12.0471468357136,11.488202449647504,5.107633603692398,1
healthy_0079,healthy,none,12.23897799399591,4.959102745885505,0.16020790359482837,29.748426159800704,31.111449824577388,12.109419151847096,11.130753537028518,5.122364025556849,1
healthy_0080,healthy,none,11.976298815213152,4.965849514404207,0.15975791249479665,26.690286656268462,32.64634116792383,12.00733179671884,11.171003910025895,4.8963936982349106,1
healthy_0081,healthy,none,11.94963229510648,5.1335217220231515,0.1748081729727279,26.99371409376379,30.50851387182811,11.972727643025232,11.030311335705843,4.995656410678575,1
healthy_0082,healthy,none,11.965359820468699,5.055696509185074,0.2169791218989069,32.25313005909551,30.46222261889034,11.889347409125833,11.557335980324988,5.004737474721159,1
healthy_0083,healthy,none,12.002089393786942,4.9980699930312,0.1839616952153571,29.711279176152114,29.85267598623953,11.94531410587596,11.296724672978401,4.956526018309299,1
healthy_0084,healthy,none,11.893073132598426,5.008514418215352,0.17490045565158288,33.007985977165376,25.698060383213978,12.109150685192246,11.424608519249764,4.834128781407348,1
healthy_0085,healthy,none,11.948596860887948,4.970284730720337,0.15184976610564357,28.44436662481825,28.778848309068344,12.175227044342362,11.393567839314747,5.101724407599533,1
healthy_0086,healthy,none,12.108250809606485,4.909675858302622,0.16950959467440452,30.978749122455834,28.55574438221611,12.071299843017238,11.275967460184187,4.970014335396032,1
healthy_0087,healthy,none,12.106643995230524,5.035541064918883,0.1727806766836184,32.318659606728495,28.837873344800204,12.061593560694426,11.359310125796839,4.975236284854881,1
healthy_0088,healthy,none,12.048919953336318,4.899910913889176,0.198480540384138,29.63019572711402,29.95455395896192,12.104900922583688,11.229565630945725,4.887323096290915,1
healthy_0089,healthy,none,11.766505623971414,5.048480796107651,0.15439141295007433,33.50958836396873,26.836141184232556,12.169645636829005,11.321101746720263,4.992262951050368,1
healthy_0090,healthy,none,11.918262136978658,5.031930889148166,0.17924730595150304,32.20660376403304,31.22845529732408,12.015030176146189,11.263638778778615,4.995444350102314,1
healthy_0091,healthy,none,12.046170265333808,4.86318652858747,0.15303629155788573,31.48652818804543,31.341730876255884,11.981601666364732,11.30184339330654,5.027806536428933,1
healthy_0092,healthy,none,11.919036047953595,4.937735621967815,0.18391690510195363,28.043254444769936,31.816505511428943,11.829741639576216,11.402915563732565,5.037807798593043,1
healthy_0093,healthy,none,12.038404460147081,5.078615278715641,0.21330948888925153,32.02874013003626,27.31825153733671,11.87204230332643,11.237518142230433,5.002087284016866,1
healthy_0094,healthy,none,12.077648853070368,4.941940494947723,0.18373533528954156,28.489234135293355,29.776964394016105,11.859333890315177,11.20767667538891,4.891865231550693,1
healthy_0095,healthy,none,11.8536190120534,5.084291343728627,0.16101202222336114,35.26476412967478,31.98663580176178,12.018483612369488,11.214164221981878,5.056024790352719,1
healthy_0096,healthy,none,11.913654326064334,5.009760785171629,0.2312016907653759,29.8078802005507,33.29854665257135,11.929682357487412,11.296501150950304,5.14166405085084,1
healthy_0097,healthy,none,11.905954941331835,5.144995884639754,0.1941550387091095,28.875066448211463,32.26481547811104,12.097255444962673,11.36218099622172,4.8743820224087635,1
healthy_0098,healthy,none,11.89092942362627,4.98019850915588,0.17851133141799908,31.241344195101355,31.35540200186651,11.86646556412899,11.338019785100597,5.048846859622706,1
healthy_0099,healthy,none,12.083968567189656,5.08646245804437,0.19667844309097807,30.918360158456874,30.859668577082704,11.8339039066484,11.34296182191326,5.016615014973049,1
healthy_0100,healthy,none,12.040736825579305,4.897860113934375,0.15837886919183475,32.10630570666581,30.92088969228669,12.068150069737262,11.302831837613047,5.002380491159659,1
healthy_0101,healthy,none,12.1407425708964,4.9587164217426105,0.18192241553881966,29.075449422589916,30.13100754513537,11.969082787653136,11.322213377163372,4.961700110266921,1
healthy_0102,healthy,none,12.188363418836028,4.928431415822439,0.17626256711677282,29.12053788345165,33.893955768707464,12.019655477651158,11.403184453946864,4.881155170157042,1
healthy_0103,healthy,none,12.040057539880388,5.071170463649875,0.18164567978550847,32.130960750130704,29.965423099799256,12.140934744018558,11.529889812361926,4.970972915164827,1
healthy_0104,healthy,none,11.933174621789885,5.116270758169416,0.21159144291461424,28.954279945693465,30.159626365808286,11.971821539113948,11.165554948896572,4.926507844281264,1
healthy_0105,healthy,none,11.849378884987189,4.938576194791669,0.17930630225226438,30.46842946507304,34.101000985628154,11.900164595926121,11.39843223984766,4.982880892461959,1
healthy_0106,healthy,none,11.992580443552136,5.053985559373328,0.15754555956875402,30.7648194923681,31.33290441642611,12.049245126400814,11.328916864390782,5.196424011192872,1
healthy_0107,healthy,none,11.904339002362303,4.957520243599855,0.1675371894715047,28.88904576167949,29.725225745386965,12.118901653110756,11.442050424798985,4.954340296500042,1
healthy_0108,healthy,none,11.875146664034366,5.037713244510912,0.16895553911438058,31.26586363551102,31.4058460417026,11.848425588500277,11.454750520133008,5.143670213847642,1
healthy_0109,healthy,none,11.908081696427342,4.968983875205121,0.1857173078144981,30.66891357997405,32.31708854534566,12.201020453876636,11.282305277250595,4.936136220436924,1
healthy_0110,healthy,none,11.79310211579782,4.941525596804646,0.17933746054252406,33.589115727035576,29.964777401927655,12.02237879516389,11.298357710392725,5.095071461875847,1
healthy_0111,healthy,none,12.379039863881044,4.957530498166374,0.17021121114963556,32.08832175413814,32.363782979252626,12.184670732573604,11.358392818532597,4.9712566327370356,1
healthy_0112,healthy,none,12.088598224603846,5.088696286446632,0.19640964362394728,31.014548062214594,33.133349379178306,12.116929559044568,11.438215899103753,5.051896791007171,1
healthy_0113,healthy,none,11.974932287952472,5.011737094914666,0.20413017933016714,28.366128658025527,31.737346617745803,11.960666118767264,11.302874482293483,5.102276149008584,1
healthy_0114,healthy,none,12.028664860202985,5.003714923852492,0.15280287718040161,31.492507132054442,32.29096836228215,12.216325472330546,11.2692221765047,5.017532026213115,1
healthy_0115,healthy,none,12.037407552556614,5.126196262381078,0.17809408935226095,30.55804305154068,32.21579301943308,12.018660912315635,11.255356638544948,5.015527199431864,1
healthy_0116,healthy,none,12.161044762478966,4.917878776047115,0.18265939348293753,28.599758370121652,33.390093257849685,11.847681309521622,11.244107815272843,5.030176950005162,1
healthy_0117,healthy,none,12.23482860438515,4.994739979114161,0.16889600946613603,33.76231413888118,28.10397219916751,11.780119404337992,11.344001445005334,4.959835662051791,1
healthy_0118,healthy,none,11.846815077430392,5.056668515783948,0.18487601427542397,28.871842738526542,28.43939120265821,12.087245732828015,11.365020117795867,4.992065930897649,1
healthy_0119,healthy,none,12.27699554940715,4.914393218693908,0.1494894965815052,28.616183860237513,30.908827967289003,12.02433394493227,11.275876394214368,5.028164431721144,1
healthy_0120,healthy,none,11.812269086371433,5.115501168325861,0.17835697643214862,32.23459166317625,31.68545069275541,12.045675321915379,11.356976728023222,5.035816684801385,1
healthy_0121,healthy,none,12.096408413980132,5.106332202410594,0.1839304233940294,31.418007515177024,30.820528611425548,12.144011721544947,11.232360769794074,5.144075234632865,1
healthy_0122,healthy,none,11.993976307403349,4.885537991830557,0.18256208829821577,28.637896685050237,32.681287097977446,11.934737602069761,11.255381656678523,4.848836741524358,1
healthy_0123,healthy,none,11.932154052112638,4.806089653869684,0.14832194353028552,31.520829312288594,32.571600317301666,12.042545756178496,11.20330238568708,4.996183091508642,1
healthy_0124,healthy,none,11.999459619136415,4.907330824864596,0.210067966035343,31.754724581151343,30.558071652340672,12.002688583899452,11.320838280794757,4.8366612105260565,1
healthy_0125,healthy,none,11.96292339262191,4.945441260160176,0.15996759980210168,29.437799414228092,34.59537305369904,12.0640842861267,11.24288210102172,5.0458066225084925,1
healthy_0126,healthy,none,12.2099033154879,5.073970694633021,0.18119260739840348,28.706126444588854,32.39644662722718,12.039348538542175,11.389519322002775,5.050813744134557,1
healthy_0127,healthy,none,12.1574329072979,4.957181183075154,0.2063478813126865,30.3951992093848,35.15052174525053,11.931081218191043,11.473596380316526,5.015832862677012,1
healthy_0128,healthy,none,11.902287299457832,4.961289133275654,0.1735930538361136,30.848331892803834,32.045670976071,11.942629999606142,11.297564540773902,5.171381628688949,1
healthy_0129,healthy,none,12.259131475515106,5.034905893573923,0.180760069563364,30.24006265343652,32.227035945460834,11.897720743480159,11.274262346257666,4.866513274089793,1
healthy_0130,healthy,none,12.059883468390792,5.051775675176219,0.1703362707540125,33.14797352658007,28.548468673995316,11.853562511979018,11.322445181855999,5.083767864208973,1
healthy_0131,healthy,none,12.25258915371868,4.963289258970485,0.20157361666862592,29.922983060998586,30.65474540011836,12.088365993748667,11.365232287841343,4.87388862744126,1
healthy_0132,healthy,none,12.221481052458884,5.110407308331796,0.1674887459698094,30.791607066874818,31.988060372565478,12.026067376582391,11.244969484615458,4.9462701305649555,1
healthy_0133,healthy,none,11.996166889351283,5.093818321540749,0.19087200309188865,29.258771335827788,32.54339742129669,11.715145737936993,11.414876570037212,4.860822897697752,1
healthy_0134,healthy,none,11.945633858789531,4.910426408429909,0.15410637048558187,32.321653574757036,30.064597597376217,12.034650388173072,11.295307942112082,5.0381632661778495,1
healthy_0135,healthy,none,12.011523283659038,4.897360622064914,0.1999253363889428,29.012486833677375,27.8868362026805,11.957188483903408,11.450075979063431,5.068017739369079,1
healthy_0136,healthy,none,11.94770217983882,4.972059383654526,0.17356729897565235,34.153495967121685,31.763870904463108,12.043004164719108,11.403028345403184,5.019103132722121,1
healthy_0137,healthy,none,11.961143678126895,4.984292012073202,0.1785679748117187,29.925555526980318,32.45525908727396,12.00519458858073,11.37326400772156,4.993542673591313,1
healthy_0138,healthy,none,12.011795278547414,4.840143945237432,0.19832655349404962,30.692976951795984,32.996020219719306,11.710374462180631,11.508837470478074,4.988832829747586,1
healthy_0139,healthy,none,12.166227422510627,4.916807525829958,0.19225547810125138,27.893168873652687,29.75246207860839,12.191403135386679,11.280931759923666,5.017394629854378,1
healthy_0140,healthy,none,12.130510159603313,5.039654551037809,0.18300837810287152,30.72992200493245,35.80683117047655,11.994238120296641,11.320109904671497,5.084052351680609,1
healthy_0141,healthy,none,12.165828889943697,5.09496242444483,0.1927746044405837,27.713990174539035,34.26686306460219,11.88536546069813,11.330263546523904,4.939657931998451,1
healthy_0142,healthy,none,11.99037924801105,5.026300992824279,0.18642714430900545,30.843841508470568,34.227422538117295,12.045353430151398,11.275584336470937,5.077126973463068,1
healthy_0143,healthy,none,12.178420573338697,4.901791374789041,0.19194800139699716,31.402345484621797,30.404872993280016,12.137570681331162,11.284994441296748,5.0100461162777234,1
healthy_0144,healthy,none,11.97403922635742,5.001246323806518,0.15807449826209596,27.119898234811412,34.18901012644994,11.915303865168168,11.20086076505437,4.827728790911703,1
healthy_0145,healthy,none,11.904155737846574,4.8941528165274,0.21284030320272737,32.019634178685266,29.623699309644554,12.22524358053443,11.39817654869916,4.974013489319311,1
healthy_0146,healthy,none,11.625089142768964,5.183275405807259,0.15220855066472808,26.709202506086218,33.04514086401928,12.243975240633928,11.438427281851052,5.045112729604189,1
healthy_0147,healthy,none,12.089213151249792,5.068273244702425,0.1951785717957353,30.56238284793875,31.208402207903752,11.993740687210048,11.224603541113334,4.977545993850658,1
healthy_0148,healthy,none,11.746056477870692,4.99213282985642,0.16022817785698165,27.792821365568457,31.359788302306956,12.13920022863446,11.391831660600232,4.8743599517101455,1
healthy_0149,healthy,none,11.851555779514449,5.075261695039058,0.1603502521292338,29.55073370000595,32.1001041980491,11.903165554513636,11.310537550614598,4.893277960406544,1
healthy_0150,healthy,none,11.909794853407318,5.025582554731403,0.1481401253293666,30.880949475920797,30.96072440214664,12.055248995441715,11.322391413406466,5.109131234397908,1
healthy_0151,healthy,none,12.018783675397186,4.96564755670998,0.18244595006064568,31.086596058072775,31.097720140651408,12.004059169120389,11.229800831219325,4.946967926595924,1
healthy_0152,healthy,none,11.789609209230045,5.139966139454955,0.1551227352921743,28.614189604408185,29.563185468861604,12.089492437694444,11.270505032170798,5.099819365813898,1
healthy_0153,healthy,none,11.89897640636342,5.022319532977904,0.16329305893480484,34.29029825554677,28.624803161940974,12.030982071022702,11.36337768809321,5.03310392779612,1
healthy_0154,healthy,none,11.972206851168345,4.989614344021326,0.18087622943958218,29.705995996743024,32.92775823358982,12.221052300159135,11.244250821499218,4.890415761633673,1
healthy_0155,healthy,none,11.986757692747311,5.206376747012346,0.16392650864060537,33.27823361088814,34.35540162815288,11.9446411758292,11.356898307918529,5.130271729850283,1
healthy_0156,healthy,none,11.943130838851877,4.983713571191811,0.1683663817210271,27.970486538614267,29.701444909867988,11.877605973323774,11.303408346825924,4.938402141515309,1
healthy_0157,healthy,none,12.035067886768612,4.8755283483037095,0.18661760464428914,31.66705792321785,27.01252871485709,12.037405656984758,11.42276689924733,4.903228718504703,1
healthy_0158,healthy,none,12.250885858025656,5.033521520749284,0.16589976288483183,29.88846184468459,32.11665382504344,12.007600539141242,11.353875599244638,4.9263461125536505,1
healthy_0159,healthy,none,12.025404123605412,4.886902840247601,0.177775478773026,28.192184717070422,29.528940114820468,12.123609317521044,11.409131012059428,5.048731049672575,1
healthy_0160,healthy,none,11.836153085299113,4.974687324024416,0.20426195399958366,30.283433827279808,35.63865907996339,12.039331783939437,11.319204911649004,4.9752706828638,1
healthy_0161,healthy,none,12.020031135717343,4.987802413089557,0.1941621735337718,31.913404633589167,29.428021078984102,11.866876704644222,11.116379462689672,5.040639306153004,1
healthy_0162,healthy,none,11.834495009073919,4.827768752563801,0.1877715720906193,34.98599903486558,30.987858176920213,12.083849077445164,11.308182935854758,4.992088827744708,1
healthy_0163,healthy,none,12.137861472448165,4.976778036464908,0.18534784628143805,30.643395612392027,29.6638190927139,12.099204234953651,11.28250402433046,4.939540387240572,1
healthy_0164,healthy,none,12.08047647653556,4.928122561456717,0.18056362314738256,29.981762006711595,33.171791131663156,12.047469823287996,11.297497304125486,5.065421303936023,1
healthy_0165,healthy,none,12.208531132352597,5.044624824508149,0.1802070523968676,27.37632753529968,28.869772673849255,11.969477529564534,11.239048779784072,4.985042295761164,1
healthy_0166,healthy,none,12.008497488734566,5.042375420348538,0.17859002443881816,30.973003287652404,31.128948829620242,11.802453343364613,11.206066460618125,4.988472995542271,1
healthy_0167,healthy,none,11.818545788573834,5.047994298399696,0.21061501664687393,32.43752370339463,30.573114258139583,12.149072613684995,11.314866745720211,4.973033122310557,1
healthy_0168,healthy,none,11.90798960046886,4.97580242508095,0.1722364636291754,30.340832444750976,31.32114796209973,12.000304602015342,11.343693816974636,5.0952517019829076,1
healthy_0169,healthy,none,12.142433120316198,4.881208162524008,0.1289215773019609,31.86863982247855,28.266242603169157,11.977523459810731,11.182988697394064,4.855841564993598,1
healthy_0170,healthy,none,12.081219409230718,5.060732412824212,0.1684697919854656,24.817915415710182,29.907511103495036,12.039180400540255,11.152108843122587,5.014668793582333,1
healthy_0171,healthy,none,11.99770352262405,5.046343319968087,0.18239160736828305,28.05386211823689,33.39314300332898,11.984147042697304,11.297269546049007,4.925338563274145,1
healthy_0172,healthy,none,11.933507662321274,4.929215782877848,0.17654107880153153,33.42341696028468,28.256197714137286,11.838643860212326,11.447117032749361,4.983254105827851,1
